wealth_mean,wealth_sem,sharpe_mean,sharpe_sem,sortino_mean,mdd_mean,turnover_mean
1.0647350446234298,0.0012228645936939945,1.8491116520118314,0.06809089638150169,2.906563630437383,18.814301487024967,12.243560525951912
